source,date,assertionType,evidenceType,exactText,prefix,suffix,modality,statementType,drug1Lab,drug1Role,drug1Type,drug1rxc,dose1,drug2Lab,drug2Role,drug2Type,drug2rxc,dose2,objectRegimens,objectFormulation,objectDuration,preciptRegimens,preciptFormulation,preciptDuration,numOfParticipants,auc,aucType,aucDirection,cl,clType,clDirection,cmax,cmaxType,cmaxDirection,t12,t12Type,t12Direction
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/4650d12c-b9c8-4525-b07f-a2d773eca155.html,2015-08-20 11:48:50 -0400,drug-drug-interaction,evidence-supports,"Teriflunomide inhibits the activity of OAT3 in vivo. In patients taking AUBAGIO, exposure of drugs which are OAT3 substrates (e.g., cefaclor, cimetidine, ciprofloxacin, penicillin G, ketoprofen, furosemide, methotrexate, zidovudine) may be increased. Monitor these patients and adjust the dose of the concomitant drug(s) which are OAT3 substrates as required [see Clinical Pharmacology (12.3)].",on organic anion transporter 3 (OAT3) substrates   ,,ncit:positive,ncit:Qualitative,Teriflunomide,dikbD2R:precipitant-drug-of-interaction,dikbD2R:active-ingredient,http://purl.bioontology.org/ontology/RXNORM/,,ketoprofen,dikbD2R:object-drug-of-interaction,dikbD2R:active-ingredient,http://purl.bioontology.org/ontology/RXNORM/,,,,,,,,,,,,,,,,,,,,
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/4650d12c-b9c8-4525-b07f-a2d773eca155.html,2015-08-20 12:50:04 -0400,drug-drug-interaction,evidence-supports,"Teriflunomide inhibits the activity of BCRP and OATP1B1/1B3 in vivo. For a patient taking AUBAGIO, the dose of rosuvastatin should not exceed 10 mg once daily. For other substrates of BCRP (e.g., mitoxantrone) and drugs in the OATP family (e.g., methotrexate, rifampin), especially HMG-Co reductase inhibitors (e.g., atorvastatin, nateglinide, pravastatin, repaglinide, and simvastatin), consider reducing the dose of these drugs and monitor patients closely for signs and symptoms of increased exposures to the drugs while patients are taking AUBAGIO [see Clinical Pharmacology (12.3)].",on BCRP and organic anion transporting polypeptide B1 and B3 (OATP1B1/1B3) substrates   ,,ncit:positive,ncit:Qualitative,nateglinide,dikbD2R:object-drug-of-interaction,dikbD2R:active-ingredient,http://purl.bioontology.org/ontology/RXNORM/,,Teriflunomide,dikbD2R:precipitant-drug-of-interaction,dikbD2R:active-ingredient,http://purl.bioontology.org/ontology/RXNORM/,,,,,,,,,,,,,,,,,,,,
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/4650d12c-b9c8-4525-b07f-a2d773eca155.html,2015-08-20 12:50:04 -0400,drug-drug-interaction,evidence-supports,"Teriflunomide inhibits the activity of BCRP and OATP1B1/1B3 in vivo. For a patient taking AUBAGIO, the dose of rosuvastatin should not exceed 10 mg once daily. For other substrates of BCRP (e.g., mitoxantrone) and drugs in the OATP family (e.g., methotrexate, rifampin), especially HMG-Co reductase inhibitors (e.g., atorvastatin, nateglinide, pravastatin, repaglinide, and simvastatin), consider reducing the dose of these drugs and monitor patients closely for signs and symptoms of increased exposures to the drugs while patients are taking AUBAGIO [see Clinical Pharmacology (12.3)].",on BCRP and organic anion transporting polypeptide B1 and B3 (OATP1B1/1B3) substrates   ,,ncit:positive,ncit:Qualitative,Teriflunomide,dikbD2R:precipitant-drug-of-interaction,dikbD2R:active-ingredient,http://purl.bioontology.org/ontology/RXNORM/,,rosuvastatin,dikbD2R:object-drug-of-interaction,dikbD2R:active-ingredient,http://purl.bioontology.org/ontology/RXNORM/,,,,,,,,,,,,,,,,,,,,
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/4650d12c-b9c8-4525-b07f-a2d773eca155.html,2015-08-20 12:50:04 -0400,drug-drug-interaction,evidence-supports,"Teriflunomide inhibits the activity of BCRP and OATP1B1/1B3 in vivo. For a patient taking AUBAGIO, the dose of rosuvastatin should not exceed 10 mg once daily. For other substrates of BCRP (e.g., mitoxantrone) and drugs in the OATP family (e.g., methotrexate, rifampin), especially HMG-Co reductase inhibitors (e.g., atorvastatin, nateglinide, pravastatin, repaglinide, and simvastatin), consider reducing the dose of these drugs and monitor patients closely for signs and symptoms of increased exposures to the drugs while patients are taking AUBAGIO [see Clinical Pharmacology (12.3)]",on BCRP and organic anion transporting polypeptide B1 and B3 (OATP1B1/1B3) substrates   ,,ncit:positive,ncit:Qualitative,Teriflunomide,dikbD2R:precipitant-drug-of-interaction,dikbD2R:active-ingredient,http://purl.bioontology.org/ontology/RXNORM/,,repaglinide,dikbD2R:object-drug-of-interaction,dikbD2R:active-ingredient,http://purl.bioontology.org/ontology/RXNORM/73044,,,,,,,,,,,,,,,,,,,,
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/4650d12c-b9c8-4525-b07f-a2d773eca155.html,2015-08-20 12:50:04 -0400,drug-drug-interaction,evidence-supports,"Teriflunomide inhibits the activity of BCRP and OATP1B1/1B3 in vivo. For a patient taking AUBAGIO, the dose of rosuvastatin should not exceed 10 mg once daily. For other substrates of BCRP (e.g., mitoxantrone) and drugs in the OATP family (e.g., methotrexate, rifampin), especially HMG-Co reductase inhibitors (e.g., atorvastatin, nateglinide, pravastatin, repaglinide, and simvastatin), consider reducing the dose of these drugs and monitor patients closely for signs and symptoms of increased exposures to the drugs while patients are taking AUBAGIO [see Clinical Pharmacology (12.3)]",on BCRP and organic anion transporting polypeptide B1 and B3 (OATP1B1/1B3) substrates   ,,ncit:positive,ncit:Qualitative,pravastatin,dikbD2R:object-drug-of-interaction,dikbD2R:active-ingredient,http://purl.bioontology.org/ontology/RXNORM/42463,,Teriflunomide,dikbD2R:precipitant-drug-of-interaction,dikbD2R:active-ingredient,http://purl.bioontology.org/ontology/RXNORM/,,,,,,,,,,,,,,,,,,,,
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/4650d12c-b9c8-4525-b07f-a2d773eca155.html,2015-08-20 12:50:04 -0400,drug-drug-interaction,evidence-supports,"Teriflunomide inhibits the activity of BCRP and OATP1B1/1B3 in vivo. For a patient taking AUBAGIO, the dose of rosuvastatin should not exceed 10 mg once daily. For other substrates of BCRP (e.g., mitoxantrone) and drugs in the OATP family (e.g., methotrexate, rifampin), especially HMG-Co reductase inhibitors (e.g., atorvastatin, nateglinide, pravastatin, repaglinide, and simvastatin), consider reducing the dose of these drugs and monitor patients closely for signs and symptoms of increased exposures to the drugs while patients are taking AUBAGIO [see Clinical Pharmacology (12.3)].",on BCRP and organic anion transporting polypeptide B1 and B3 (OATP1B1/1B3) substrates   ,,ncit:positive,ncit:Qualitative,Teriflunomide,dikbD2R:precipitant-drug-of-interaction,dikbD2R:active-ingredient,http://purl.bioontology.org/ontology/RXNORM/,,simvastatin,dikbD2R:object-drug-of-interaction,dikbD2R:active-ingredient,http://purl.bioontology.org/ontology/RXNORM/36567,,,,,,,,,,,,,,,,,,,,
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/4650d12c-b9c8-4525-b07f-a2d773eca155.html,2015-08-20 12:50:04 -0400,drug-drug-interaction,evidence-supports,"Teriflunomide inhibits the activity of BCRP and OATP1B1/1B3 in vivo. For a patient taking AUBAGIO, the dose of rosuvastatin should not exceed 10 mg once daily. For other substrates of BCRP (e.g., mitoxantrone) and drugs in the OATP family (e.g., methotrexate, rifampin), especially HMG-Co reductase inhibitors (e.g., atorvastatin, nateglinide, pravastatin, repaglinide, and simvastatin), consider reducing the dose of these drugs and monitor patients closely for signs and symptoms of increased exposures to the drugs while patients are taking AUBAGIO [see Clinical Pharmacology (12.3)].",on BCRP and organic anion transporting polypeptide B1 and B3 (OATP1B1/1B3) substrates   ,,ncit:positive,ncit:Qualitative,Teriflunomide,dikbD2R:precipitant-drug-of-interaction,dikbD2R:active-ingredient,http://purl.bioontology.org/ontology/RXNORM/,,atorvastatin,dikbD2R:object-drug-of-interaction,dikbD2R:active-ingredient,http://purl.bioontology.org/ontology/RXNORM/83367,,,,,,,,,,,,,,,,,,,,
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/4650d12c-b9c8-4525-b07f-a2d773eca155.html,2015-08-20 12:50:04 -0400,drug-drug-interaction,evidence-supports,"Teriflunomide inhibits the activity of BCRP and OATP1B1/1B3 in vivo. For a patient taking AUBAGIO, the dose of rosuvastatin should not exceed 10 mg once daily. For other substrates of BCRP (e.g., mitoxantrone) and drugs in the OATP family (e.g., methotrexate, rifampin), especially HMG-Co reductase inhibitors (e.g., atorvastatin, nateglinide, pravastatin, repaglinide, and simvastatin), consider reducing the dose of these drugs and monitor patients closely for signs and symptoms of increased exposures to the drugs while patients are taking AUBAGIO [see Clinical Pharmacology (12.3)].",on BCRP and organic anion transporting polypeptide B1 and B3 (OATP1B1/1B3) substrates   ,,ncit:positive,ncit:Qualitative,mitoxantrone,dikbD2R:object-drug-of-interaction,dikbD2R:active-ingredient,http://purl.bioontology.org/ontology/RXNORM/,,Teriflunomide,dikbD2R:precipitant-drug-of-interaction,dikbD2R:active-ingredient,http://purl.bioontology.org/ontology/RXNORM/,,,,,,,,,,,,,,,,,,,,
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/4650d12c-b9c8-4525-b07f-a2d773eca155.html,2015-08-20 12:50:04 -0400,drug-drug-interaction,evidence-supports,"Teriflunomide inhibits the activity of BCRP and OATP1B1/1B3 in vivo. For a patient taking AUBAGIO, the dose of rosuvastatin should not exceed 10 mg once daily. For other substrates of BCRP (e.g., mitoxantrone) and drugs in the OATP family (e.g., methotrexate, rifampin), especially HMG-Co reductase inhibitors (e.g., atorvastatin, nateglinide, pravastatin, repaglinide, and simvastatin), consider reducing the dose of these drugs and monitor patients closely for signs and symptoms of increased exposures to the drugs while patients are taking AUBAGIO [see Clinical Pharmacology (12.3)]",on BCRP and organic anion transporting polypeptide B1 and B3 (OATP1B1/1B3) substrates   ,,ncit:positive,ncit:Qualitative,Teriflunomide,dikbD2R:precipitant-drug-of-interaction,dikbD2R:active-ingredient,http://purl.bioontology.org/ontology/RXNORM/,,methotrexate,dikbD2R:object-drug-of-interaction,dikbD2R:active-ingredient,http://purl.bioontology.org/ontology/RXNORM/6851,,,,,,,,,,,,,,,,,,,,
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/4650d12c-b9c8-4525-b07f-a2d773eca155.html,2015-08-20 12:50:04 -0400,drug-drug-interaction,evidence-supports,"Teriflunomide inhibits the activity of BCRP and OATP1B1/1B3 in vivo. For a patient taking AUBAGIO, the dose of rosuvastatin should not exceed 10 mg once daily. For other substrates of BCRP (e.g., mitoxantrone) and drugs in the OATP family (e.g., methotrexate, rifampin), especially HMG-Co reductase inhibitors (e.g., atorvastatin, nateglinide, pravastatin, repaglinide, and simvastatin), consider reducing the dose of these drugs and monitor patients closely for signs and symptoms of increased exposures to the drugs while patients are taking AUBAGIO [see Clinical Pharmacology (12.3)].",on BCRP and organic anion transporting polypeptide B1 and B3 (OATP1B1/1B3) substrates   ,,ncit:positive,ncit:Qualitative,Teriflunomide,dikbD2R:precipitant-drug-of-interaction,dikbD2R:active-ingredient,http://purl.bioontology.org/ontology/RXNORM/,,rifampin,dikbD2R:object-drug-of-interaction,dikbD2R:active-ingredient,http://purl.bioontology.org/ontology/RXNORM/9384,,,,,,,,,,,,,,,,,,,,
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/4650d12c-b9c8-4525-b07f-a2d773eca155.html,2015-08-20 12:53:42 -0400,drug-drug-interaction,evidence-supports,"Teriflunomide inhibits the activity of BCRP and OATP1B1/1B3 in vivo. For a patient taking AUBAGIO, the dose of rosuvastatin should not exceed 10 mg once daily. For other substrates of BCRP (e.g., mitoxantrone) and drugs in the OATP family (e.g., methotrexate, rifampin), especially HMG-Co reductase inhibitors (e.g., atorvastatin, nateglinide, pravastatin, repaglinide, and simvastatin), consider reducing the dose of these drugs and monitor patients closely for signs and symptoms of increased exposures to the drugs while patients are taking AUBAGIO [see Clinical Pharmacology (12.3)]",on BCRP and organic anion transporting polypeptide B1 and B3 (OATP1B1/1B3) substrates   ,,ncit:positive,ncit:Qualitative,Teriflunomide,dikbD2R:precipitant-drug-of-interaction,dikbD2R:active-ingredient,http://purl.bioontology.org/ontology/RXNORM/,,rosuvastatin,dikbD2R:object-drug-of-interaction,dikbD2R:active-ingredient,http://purl.bioontology.org/ontology/RXNORM/,,,,,,,,,,,,,,,,,,,,
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/4650d12c-b9c8-4525-b07f-a2d773eca155.html,2015-08-20 13:06:41 -0400,DDI-clinical-trial,evidence-supports,"Repeated doses of teriflunomide decreased mean Cmax and AUC of caffeine by 18% and 55%, respectively, suggesting that teriflunomide may be a weak inducer of CYP1A2 in vivo.",Drug Interactions (7) ] .   CYP1A2 Substrates  ,,ncit:positive,ncit:quantitative,caffeine,dikbD2R:object-drug-of-interaction,dikbD2R:active-ingredient,http://purl.bioontology.org/ontology/RXNORM/1886,Unk,teriflunomide,dikbD2R:precipitant-drug-of-interaction,dikbD2R:active-ingredient,http://purl.bioontology.org/ontology/RXNORM/,Unk,UNK,UNK,Unk,UNK,UNK,Unk,Unk,55,Percent,Increase,Unk,UNK,UNK,18,Percent,Increase,Unk,UNK,UNK
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/4650d12c-b9c8-4525-b07f-a2d773eca155.html,2015-08-20 13:06:41 -0400,DDI-clinical-trial,evidence-supports,"There was an increase in mean ethinylestradiol Cmax and AUC0–24 (1.58- and 1.54-fold, respectively) and levonorgestrel Cmax and AUC0–24 (1.33- and 1.41-fold, respectively) following repeated doses of teriflunomide [see Drug Interactions (7)].",Drug Interactions (7) ] .   Oral Contraceptives  ,,ncit:positive,ncit:quantitative,levonorgestrel,dikbD2R:object-drug-of-interaction,dikbD2R:active-ingredient,http://purl.bioontology.org/ontology/RXNORM/6373,Unk,teriflunomide,dikbD2R:precipitant-drug-of-interaction,dikbD2R:active-ingredient,http://purl.bioontology.org/ontology/RXNORM/,Unk,UNK,UNK,Unk,UNK,UNK,Unk,Unk,1.41,Fold,Increase,Unk,UNK,UNK,1.33,Fold,Increase,Unk,UNK,UNK
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/4650d12c-b9c8-4525-b07f-a2d773eca155.html,2015-08-20 13:06:41 -0400,DDI-clinical-trial,evidence-supports,"There was an increase in mean ethinylestradiol Cmax and AUC0–24 (1.58- and 1.54-fold, respectively) and levonorgestrel Cmax and AUC0–24 (1.33- and 1.41-fold, respectively) following repeated doses of teriflunomide [see Drug Interactions (7)].",Drug Interactions (7) ] .   Oral Contraceptives  ,,ncit:positive,ncit:quantitative,ethinylestradiol,dikbD2R:object-drug-of-interaction,dikbD2R:active-ingredient,http://purl.bioontology.org/ontology/RXNORM/,Unk,teriflunomide,dikbD2R:precipitant-drug-of-interaction,dikbD2R:active-ingredient,http://purl.bioontology.org/ontology/RXNORM/,Unk,UNK,UNK,Unk,UNK,UNK,Unk,Unk,1.54,Fold,Increase,Unk,UNK,UNK,1.58,Fold,Increase,Unk,UNK,UNK
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/4650d12c-b9c8-4525-b07f-a2d773eca155.html,2015-08-20 13:06:41 -0400,DDI-clinical-trial,evidence-supports,"There was an increase in mean repaglinide Cmax and AUC (1.7- and 2.4-fold, respectively), following repeated doses of teriflunomide and a single dose of 0.25 mg repaglinide, suggesting that teriflunomide is an inhibitor of CYP2C8 in vivo. The magnitude of interaction could be higher at the recommended repaglinide dose [see Drug Interactions (7)].",on Other Drugs    CYP2C8 Substrates  ,,ncit:positive,ncit:quantitative,repaglinide,dikbD2R:object-drug-of-interaction,dikbD2R:active-ingredient,http://purl.bioontology.org/ontology/RXNORM/73044,Unk,teriflunomide,dikbD2R:precipitant-drug-of-interaction,dikbD2R:active-ingredient,http://purl.bioontology.org/ontology/RXNORM/,0.25,SD,UNK,1,UNK,UNK,Unk,Unk,2.4,Fold,Increase,Unk,UNK,UNK,1.7,Fold,Increase,Unk,UNK,UNK
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/4650d12c-b9c8-4525-b07f-a2d773eca155.html,2015-08-20 13:06:41 -0400,DDI-clinical-trial,evidence-supports,"There was an increase in mean cefaclor Cmax and AUC (1.43- and 1.54-fold, respectively), following repeated doses of teriflunomide, suggesting that teriflunomide is an inhibitor of organic anion transporter 3 (OAT3) in vivo [see Drug Interactions (7)].",may be a weak inducer of CYP1A2 in vivo .   OAT3 Substrates  ,,ncit:positive,ncit:quantitative,cefaclor,dikbD2R:object-drug-of-interaction,dikbD2R:active-ingredient,http://purl.bioontology.org/ontology/RXNORM/,Unk,teriflunomide,dikbD2R:precipitant-drug-of-interaction,dikbD2R:active-ingredient,http://purl.bioontology.org/ontology/RXNORM/,Unk,UNK,UNK,Unk,UNK,UNK,Unk,Unk,1.54,Fold,Increase,Unk,UNK,UNK,1.43,Fold,Increase,Unk,UNK,UNK
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/4650d12c-b9c8-4525-b07f-a2d773eca155.html,2015-08-20 13:06:41 -0400,drug-drug-interaction,evidence-supports,"Teriflunomide did not affect the pharmacokinetics of bupropion (a CYP2B6 substrate), midazolam (a CYP3A4 substrate), S-warfarin (a CYP2C9 substrate), omeprazole (a CYP2C19 substrate), and metoprolol (a CYP2D6 substrate).",[see Drug Interactions (7) ] .  ,,ncit:negative,ncit:Qualitative,Teriflunomide,dikbD2R:precipitant-drug-of-interaction,dikbD2R:active-ingredient,http://purl.bioontology.org/ontology/RXNORM/,,metoprolol,dikbD2R:object-drug-of-interaction,dikbD2R:active-ingredient,http://purl.bioontology.org/ontology/RXNORM/6918,,,,,,,,,,,,,,,,,,,,
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/4650d12c-b9c8-4525-b07f-a2d773eca155.html,2015-08-20 13:06:41 -0400,DDI-clinical-trial,evidence-supports,"There was an increase in mean rosuvastatin Cmax and AUC (2.65- and 2.51-fold, respectively), following repeated doses of teriflunomide , suggesting that teriflunomide is an inhibitor of BCRP transporter and organic anion transporting polypeptide 1B1 and 1B3 (OATP1B1/1B3) [see Drug Interactions (7)].",BCRP and OATP1B1/1B3 Substrates  ,,ncit:positive,ncit:quantitative,rosuvastatin,dikbD2R:object-drug-of-interaction,dikbD2R:active-ingredient,http://purl.bioontology.org/ontology/RXNORM/,Unk,teriflunomide,dikbD2R:precipitant-drug-of-interaction,dikbD2R:active-ingredient,http://purl.bioontology.org/ontology/RXNORM/,Unk,UNK,UNK,Unk,UNK,UNK,Unk,Unk,2.51,Fold,Increase,Unk,UNK,UNK,2.65,Fold,Increase,Unk,UNK,UNK
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/4650d12c-b9c8-4525-b07f-a2d773eca155.html,2015-08-20 13:06:41 -0400,drug-drug-interaction,evidence-supports,"Teriflunomide did not affect the pharmacokinetics of bupropion (a CYP2B6 substrate), midazolam (a CYP3A4 substrate), S-warfarin (a CYP2C9 substrate), omeprazole (a CYP2C19 substrate), and metoprolol (a CYP2D6 substrate).",[see Drug Interactions (7) ] .  ,,ncit:negative,ncit:Qualitative,Teriflunomide,dikbD2R:precipitant-drug-of-interaction,dikbD2R:active-ingredient,http://purl.bioontology.org/ontology/RXNORM/,,warfarin,dikbD2R:object-drug-of-interaction,dikbD2R:active-ingredient,http://purl.bioontology.org/ontology/RXNORM/11289,,,,,,,,,,,,,,,,,,,,
http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/4650d12c-b9c8-4525-b07f-a2d773eca155.html,2015-08-20 13:06:41 -0400,drug-drug-interaction,evidence-supports,"Teriflunomide did not affect the pharmacokinetics of bupropion (a CYP2B6 substrate), midazolam (a CYP3A4 substrate), S-warfarin (a CYP2C9 substrate), omeprazole (a CYP2C19 substrate), and metoprolol (a CYP2D6 substrate).",[see Drug Interactions (7) ] .  ,,ncit:negative,ncit:Qualitative,Teriflunomide,dikbD2R:precipitant-drug-of-interaction,dikbD2R:active-ingredient,http://purl.bioontology.org/ontology/RXNORM/,,bupropion,dikbD2R:object-drug-of-interaction,dikbD2R:active-ingredient,http://purl.bioontology.org/ontology/RXNORM/,,,,,,,,,,,,,,,,,,,,
